,dish_name,prompt,sub_prompt,response_txt,finish_reason
10,Guacamole,"I want to make a dish, Name of the Dish : ""Guacamole"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Guacamole,"

{
    ""dishName"": ""Guacamole"",
    ""howTo"": ""Mash the avocados in a bowl. Add the chopped onion, cilantro, lime juice, and salt. Mix everything together. Taste and adjust the seasoning if needed."",
    ""ingredients"": [
        ""Avocados"",
        ""Onion"",
        ""Cilantro"",
        ""Lime Juice"",
        ""Salt""
    ],
    ""requiredQuantity"": ""Avocados - 2<br>Onion - 1/4 cup<br>Cilantro - 2 tablespoons<br>Lime Juice - 1 tablespoon<br>Salt - 1/4 teaspoon""
}",stop
11,Guacamole,"I want to make a dish, Name of the Dish : ""Guacamole"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Guacamole,"

{
    ""dishName"": ""Guacamole"",
    ""howTo"": ""Mash together 2 ripe avocados, 1/4 cup diced red onion, 1/4 cup diced tomato, 1/2 teaspoon minced garlic, 1/2 teaspoon ground cumin, 1/4 teaspoon cayenne pepper, 1/4 teaspoon salt, 1 tablespoon lime juice, and 2 tablespoons chopped fresh cilantro."",
    ""ingredients"": [
        ""Avocados"",
        ""Red Onion"",
        ""Tomato"",
        ""Garlic"",
        ""Cumin"",
        ""Cayenne Pepper"",
        ""Salt"",
        ""Lime Juice"",
        ""Cilantro""
    ],

    ""requiredQuantity"": ""Avocados: 2<br>Red Onion: 1/4 cup<br>Tomato: 1/4 cup<br>Garlic: 1/2 teaspoon<br>Cumin: 1/2 teaspoon<br>Cayenne Pepper: 1/4 teaspoon<br>Salt: 1/4 teaspoon<br>Lime Juice: 1 tablespoon<br>Cilantro: 2 tablespoons""
}",stop
12,Grilled Chicken Avocado Salad,"I want to make a dish, Name of the Dish : ""Grilled Chicken Avocado Salad"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Grilled Chicken Avocado Salad,"

{
    ""dishName"": ""Grilled Chicken Avocado Salad"",
    ""howTo"": ""1. Preheat the grill to medium-high heat. 2. Rub the chicken with olive oil and season with salt and pepper. 3. Grill the chicken for 8-10 minutes, flipping once, until cooked through. 4. Slice the chicken into strips. 5. In a large bowl, combine the lettuce, tomatoes, avocado, and chicken strips. 6. Drizzle with olive oil and season with salt and pepper. 7. Serve the salad with a wedge of lemon."",
    ""ingredients"": [
        ""Chicken Breasts"",
        ""Lettuce"",
        ""Tomatoes"",
        ""Avocado"",
        ""Olive Oil"",
        ""Salt"",
        ""Pepper"",
        ""Lemon""
    ],
    ""requiredQuantity"": ""Chicken Breasts: 2<br>Lettuce: 2 cups<br>Tomatoes: 1 cup<br>Avocado: 1<br>Olive Oil: 2 tablespoons<br>Salt: to taste<br>Pepper: to taste<br>Lemon: 1 wedge""
}",stop
13,Grilled Chicken Avocado Salad,"I want to make a dish, Name of the Dish : ""Grilled Chicken Avocado Salad"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Grilled Chicken Avocado Salad,"

{
    ""dishName"": ""Grilled Chicken Avocado Salad"",
    ""howTo"": ""Preheat the grill to medium-high heat. Rub the chicken with olive oil and season with salt and pepper. Grill the chicken for 4-5 minutes per side, or until cooked through. Let cool slightly and cut into cubes. In a large bowl, combine the lettuce, tomatoes, cucumbers, avocado, and chicken. In a small bowl, whisk together the olive oil, lemon juice, garlic, and salt and pepper. Pour the dressing over the salad and toss to combine. Serve immediately."",
    ""ingredients"": [
        ""Chicken Breasts"",
        ""Lettuce"",
        ""Tomatoes"",
        ""Cucumbers"",
        ""Avocado"",
        ""Olive Oil"",
        ""Lemon Juice"",
        ""Garlic"",
        ""Salt"",
        ""Pepper""
    ],

    ""requiredQuantity"": ""Chicken Breasts: 2<br>Lettuce: 2 cups<br>Tomatoes: 1 cup<br>Cucumbers: 1 cup<br>Avocado: 1<br>Olive Oil: 2 tablespoons<br>Lemon Juice: 2 tablespoons<br>Garlic: 1 clove<br>Salt: 1/2 teaspoon<br>Pepper: 1/4 teaspoon""
}",stop
14,Grilled Chicken Avocado Salad,"I want to make a dish, Name of the Dish : ""Grilled Chicken Avocado Salad"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Grilled Chicken Avocado Salad,"

{
    ""dishName"": ""Grilled Chicken Avocado Salad"",
    ""howTo"": ""Preheat grill to medium-high heat. Season chicken breasts with salt and pepper. Grill chicken for 5 minutes per side or until cooked through. Let cool and cut into cubes. In a large bowl, combine lettuce, tomatoes, avocado, grilled chicken, and crumbled cheese. In a small bowl, whisk together olive oil, lime juice, garlic, and cumin. Pour over salad and toss to combine. Serve immediately."",
    ""ingredients"": [
        ""Chicken Breasts"",
        ""Salt and Pepper"",
        ""Lettuce"",
        ""Tomatoes"",
        ""Avocado"",
        ""Cheese"",
        ""Olive Oil"",
        ""Lime Juice"",
        ""Garlic"",
        ""Cumin""
    ],

    ""requiredQuantity"": ""Chicken Breasts: 2<br>Salt and Pepper: to taste<br>Lettuce: 2 cups<br>Tomatoes: 1 cup<br>Avocado: 1<br>Cheese: 1/4 cup<br>Olive Oil: 2 tablespoons<br>Lime Juice: 2 tablespoons<br>Garlic: 1 clove, minced<br>Cumin: 1/4 teaspoon""
}",stop
15,Pesto Sauce,"I want to make a dish, Name of the Dish : ""Pesto Sauce"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pesto Sauce,"

{
    ""dishName"": ""Pesto Sauce"",
    ""howTo"": ""In a food processor, combine 2 cloves garlic, 2 cups fresh basil leaves, 1/2 cup freshly grated Parmesan cheese, 1/2 cup extra-virgin olive oil, 1/4 cup pine nuts, and 1/2 teaspoon salt. Pulse until the ingredients form a coarse paste. Serve over your favorite pasta."",
    ""ingredients"": [
        ""Garlic"",
        ""Basil Leaves"",
        ""Parmesan Cheese"",
        ""Extra-Virgin Olive Oil"",
        ""Pine Nuts"",
        ""Salt""
    ],

    ""requiredQuantity"": ""<table><tr><td>Garlic</td><td>2 cloves</td></tr><tr><td>Basil Leaves</td><td>2 cups</td></tr><tr><td>Parmesan Cheese</td><td>1/2 cup</td></tr><tr><td>Extra-Virgin Olive Oil</td><td>1/2 cup</td></tr><tr><td>Pine Nuts</td><td>1/4 cup</td></tr><tr><td>Salt</td><td>1/2 teaspoon</td></tr></table>""
}",stop
16,Pesto Sauce,"I want to make a dish, Name of the Dish : ""Pesto Sauce"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pesto Sauce,"

{
    ""dishName"": ""Pesto Sauce"",
    ""howTo"": ""In a food processor, combine 2 cups fresh basil leaves, 1/2 cup grated Parmesan cheese, 1/2 cup extra-virgin olive oil, 2 cloves garlic, 1/4 teaspoon salt, and 1/8 teaspoon freshly ground black pepper. Pulse until the mixture is blended and smooth."",
    ""ingredients"": [
        ""Fresh Basil Leaves"",
        ""Grated Parmesan Cheese"",
        ""Extra-Virgin Olive Oil"",
        ""Garlic"",
        ""Salt"",
        ""Freshly Ground Black Pepper""
    ],

    ""requiredQuantity"": ""Fresh Basil Leaves: 2 cups<br>Grated Parmesan Cheese: 1/2 cup<br>Extra-Virgin Olive Oil: 1/2 cup<br>Garlic: 2 cloves<br>Salt: 1/4 teaspoon<br>Freshly Ground Black Pepper: 1/8 teaspoon""
}",stop
17,Pesto Sauce,"I want to make a dish, Name of the Dish : ""Pesto Sauce"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pesto Sauce,"

{
    ""dishName"": ""Pesto Sauce"",
    ""howTo"": ""In a food processor, combine 2 cloves of garlic, 2 cups of fresh basil leaves, 1/4 cup of pine nuts, 1/2 cup of olive oil, 1/2 cup of freshly grated Parmesan cheese, and 1/4 teaspoon of salt. Pulse the ingredients until they are blended together. Taste and adjust the seasoning if necessary. Serve the pesto sauce over your favorite pasta."",
    ""ingredients"": [
        ""Garlic"",
        ""Basil Leaves"",
        ""Pine Nuts"",
        ""Olive Oil"",
        ""Parmesan Cheese"",
        ""Salt""
    ],

    ""requiredQuantity"": ""Garlic: 2 cloves<br>Basil Leaves: 2 cups<br>Pine Nuts: 1/4 cup<br>Olive Oil: 1/2 cup<br>Parmesan Cheese: 1/2 cup<br>Salt: 1/4 teaspoon""
}",stop
18,Chimichurri,"I want to make a dish, Name of the Dish : ""Chimichurri"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Chimichurri,"

{
    ""dishName"": ""Chimichurri"",
    ""howTo"": ""In a blender, combine garlic, parsley, oregano, red pepper flakes, red wine vinegar, olive oil, and salt. Blend until smooth. Taste and adjust seasonings as needed. Serve with grilled meats or vegetables."",
    ""ingredients"": [
        ""Garlic"",
        ""Parsley"",
        ""Oregano"",
        ""Red Pepper Flakes"",
        ""Red Wine Vinegar"",
        ""Olive Oil"",
        ""Salt""
    ],

    ""requiredQuantity"": ""Garlic - 2 cloves, Parsley - 1/2 cup, Oregano - 1 teaspoon, Red Pepper Flakes - 1/2 teaspoon, Red Wine Vinegar - 2 tablespoons, Olive Oil - 1/4 cup, Salt - 1 teaspoon""
}",stop
19,Chimichurri,"I want to make a dish, Name of the Dish : ""Chimichurri"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Chimichurri,"

{
    ""dishName"": ""Chimichurri"",
    ""howTo"": ""In a blender, add 1/2 cup olive oil, 1/4 cup red wine vinegar, 4 cloves garlic, 1/2 teaspoon dried oregano, 1/2 teaspoon crushed red pepper flakes, 1/2 teaspoon ground cumin, 1/2 teaspoon salt, and 1/4 teaspoon freshly ground black pepper. Blend until smooth. Add 1/2 cup fresh parsley and 1/4 cup fresh cilantro. Blend until herbs are finely chopped. Serve with steak, chicken, fish, or vegetables."",
    ""ingredients"": [
        ""Olive Oil"",
        ""Red Wine Vinegar"",
        ""Garlic"",
        ""Dried Oregano"",
        ""Crushed Red Pepper Flakes"",
        ""Ground Cumin"",
        ""Salt"",
        ""Freshly Ground Black Pepper"",
        ""Fresh Parsley"",
        ""Fresh Cilantro""
    ],

    ""requiredQuantity"": ""<table><tr><th>Ingredient</th><th>Quantity</th></tr><tr><td>Olive Oil</td><td>1/2 cup</td></tr><tr><td>Red Wine Vinegar</td><td>1/4 cup</td></tr><tr><td>Garlic</td><td>4 cloves</td></tr><tr><td>Dried Oregano</td><td>1/2 teaspoon</td></tr><tr><td>Crushed Red Pepper Flakes</td><td>1/2 teaspoon</td></tr><tr><td>Ground Cumin</td><td>1/2 teaspoon</td></tr><tr><td>Salt</td><td>1/2 teaspoon</td></tr><tr><td>Freshly Ground Black Pepper</td><td>1/4 teaspoon</td></tr><tr><td>Fresh Parsley</td><td>1/2 cup</td></tr><tr><td>Fresh Cilantro</td><td>1/4 cup</td></tr></table>""
}",stop
20,Chimichurri,"I want to make a dish, Name of the Dish : ""Chimichurri"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Chimichurri,"

{
    ""dishName"": ""Chimichurri"",
    ""howTo"": ""In a food processor, combine garlic, oregano, parsley, red pepper flakes, red wine vinegar, olive oil, and salt. Pulse until the ingredients are finely chopped and combined. Taste and adjust seasonings as needed. Serve with grilled meats or vegetables."",
    ""ingredients"": [
        ""Garlic"",
        ""Oregano"",
        ""Parsley"",
        ""Red Pepper Flakes"",
        ""Red Wine Vinegar"",
        ""Olive Oil"",
        ""Salt""
    ],

    ""requiredQuantity"": ""<table><tr><td>Garlic</td><td>2 cloves</td></tr><tr><td>Oregano</td><td>1 teaspoon</td></tr><tr><td>Parsley</td><td>1/2 cup</td></tr><tr><td>Red Pepper Flakes</td><td>1/4 teaspoon</td></tr><tr><td>Red Wine Vinegar</td><td>2 tablespoons</td></tr><tr><td>Olive Oil</td><td>1/4 cup</td></tr><tr><td>Salt</td><td>1/2 teaspoon</td></tr></table>""
}",stop
21,Pico de Gallo,"I want to make a dish, Name of the Dish : ""Pico de Gallo"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pico de Gallo,"

{
    ""dishName"": ""Pico de Gallo"",
    ""howTo"": ""In a medium bowl, combine diced tomatoes, onion, jalapeno, cilantro, lime juice, and salt. Stir to combine. Taste and adjust seasoning if desired. Serve with chips or over tacos, burritos, or enchiladas."",
    ""ingredients"": [
        ""Tomatoes"",
        ""Onion"",
        ""Jalapeno"",
        ""Cilantro"",
        ""Lime Juice"",
        ""Salt""
    ],

    ""requiredQuantity"": ""Tomatoes - 2 cups, Onion - 1/2 cup, Jalapeno - 1/4 cup, Cilantro - 1/4 cup, Lime Juice - 2 tablespoons, Salt - 1/2 teaspoon""
}",stop
22,Pico de Gallo,"I want to make a dish, Name of the Dish : ""Pico de Gallo"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pico de Gallo,"

{
    ""dishName"": ""Pico de Gallo"",
    ""howTo"": ""Chop the tomatoes, onion, jalapeno, and cilantro. Combine in a bowl. Squeeze the lime juice over the mixture. Add salt and pepper to taste. Mix together and enjoy!"",
    ""ingredients"": [
        ""Tomatoes"",
        ""Onion"",
        ""Jalapeno"",
        ""Cilantro"",
        ""Lime Juice"",
        ""Salt"",
        ""Pepper""
    ],

    ""requiredQuantity"": ""Tomatoes: 2-3, Onion: 1, Jalapeno: 1, Cilantro: 1/4 cup, Lime Juice: 1/4 cup, Salt: to taste, Pepper: to taste""
}",stop
23,Pico de Gallo,"I want to make a dish, Name of the Dish : ""Pico de Gallo"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pico de Gallo,"

{
    ""dishName"": ""Pico de Gallo"",
    ""howTo"": ""Chop the tomatoes, onion, and jalapeno. Combine all ingredients in a bowl and mix. Add the lime juice and season with salt and pepper. Serve chilled."",
    ""ingredients"": [
        ""Tomatoes"",
        ""Onion"",
        ""Jalapeno"",
        ""Cilantro"",
        ""Lime Juice"",
        ""Salt"",
        ""Pepper""
    ],

    ""requiredQuantity"": ""Tomatoes - 2<br>Onion - 1<br>Jalapeno - 1<br>Cilantro - 2 tablespoons<br>Lime Juice - 2 tablespoons<br>Salt - to taste<br>Pepper - to taste""
}",stop
24,Pickled Onions,"I want to make a dish, Name of the Dish : ""Pickled Onions"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pickled Onions,"

{
    ""dishName"": ""Pickled Onions"",
    ""howTo"": ""Slice the onions and place in a bowl. In a separate bowl, mix together the vinegar, sugar, salt, and spices. Pour the mixture over the onions and stir to combine. Place the onions in a jar and refrigerate for at least 2 hours before serving."",
    ""ingredients"": [
        ""Onions"",
        ""Vinegar"",
        ""Sugar"",
        ""Salt"",
        ""Spices""
    ],

    ""requiredQuantity"": ""Onions - 2<br>Vinegar - 1/2 cup<br>Sugar - 2 tablespoons<br>Salt - 1 teaspoon<br>Spices - 1 teaspoon""
}",stop
25,Pickled Onions,"I want to make a dish, Name of the Dish : ""Pickled Onions"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pickled Onions,"

{
    ""dishName"": ""Pickled Onions"",
    ""howTo"": ""Peel and thinly slice the onions. Place the onions in a large bowl and sprinkle with salt. Mix the onions with your hands until they are evenly coated with salt. Let the onions sit for 10 minutes. Meanwhile, in a medium saucepan, bring the vinegar, sugar, and spices to a boil. Reduce the heat and simmer for 5 minutes. Pour the hot vinegar mixture over the onions and let cool. Transfer the onions and their liquid to a glass jar. Refrigerate for at least 1 hour before serving."",
    ""ingredients"": [
        ""Onions"",
        ""Salt"",
        ""Vinegar"",
        ""Sugar"",
        ""Spices""
    ],
    ""requiredQuantity"": ""Onions: 2<br>Salt: 1 teaspoon<br>Vinegar: 1 cup<br>Sugar: 1 tablespoon<br>Spices: 1 teaspoon""
}",stop
26,Pickled Onions,"I want to make a dish, Name of the Dish : ""Pickled Onions"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Pickled Onions,"

{
    ""dishName"": ""Pickled Onions"",
    ""howTo"": ""1. Slice the onions into thin rings. 2. Place the onions in a bowl and pour in enough white vinegar to cover them. 3. Add 1 teaspoon of salt and 1 teaspoon of sugar to the vinegar. 4. Stir the onions in the vinegar until the salt and sugar dissolve. 5. Place the onions in a jar and pour the vinegar over them. 6. Seal the jar and leave it in the refrigerator for at least 24 hours. 7. Enjoy your pickled onions!"",
    ""ingredients"": [
        ""Onions"",
        ""White Vinegar"",
        ""Salt"",
        ""Sugar""
    ],

    ""requiredQuantity"": ""Onions - 1kg <br> White Vinegar - 1 cup <br> Salt - 1 teaspoon <br> Sugar - 1 teaspoon""
}",stop
27,Homemade Ranch Dressing,"I want to make a dish, Name of the Dish : ""Homemade Ranch Dressing"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Homemade Ranch Dressing,"

{
    ""dishName"": ""Homemade Ranch Dressing"",
    ""howTo"": ""In a medium bowl, whisk together 1/2 cup mayonnaise, 1/4 cup buttermilk, 1/4 cup sour cream, 1/4 teaspoon garlic powder, 1/4 teaspoon onion powder, 1/4 teaspoon dried dill, 1/4 teaspoon dried parsley, 1/4 teaspoon paprika, 1/4 teaspoon salt, and 1/8 teaspoon pepper. Refrigerate for at least 30 minutes before serving."",
    ""ingredients"": [
        ""Mayonnaise"",
        ""Buttermilk"",
        ""Sour Cream"",
        ""Garlic Powder"",
        ""Onion Powder"",
        ""Dried Dill"",
        ""Dried Parsley"",
        ""Paprika"",
        ""Salt"",
        ""Pepper""
    ],

    ""requiredQuantity"": ""Mayonnaise: 1/2 cup<br>Buttermilk: 1/4 cup<br>Sour Cream: 1/4 cup<br>Garlic Powder: 1/4 teaspoon<br>Onion Powder: 1/4 teaspoon<br>Dried Dill: 1/4 teaspoon<br>Dried Parsley: 1/4 teaspoon<br>Paprika: 1/4 teaspoon<br>Salt: 1/4 teaspoon<br>Pepper: 1/8 teaspoon""
}",stop
